"/media/emoc/EXT_A/BRUT/AK0409/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0409/2-Tudi Kernaléguen/3-tudi kleiz/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0409/2-Tudi Kernaléguen/ 4-doser TUDI EKOLO/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0409/2-Tudi Kernaléguen/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0409/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0665/CONV/009.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0665/CONV/014.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0063/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0063/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0063/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0158/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0158/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0158/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0702/CONV/016.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0702/CONV/027.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0702/ANALOG/016.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0230/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0230/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0175/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0175/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0318/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0318/le bigot mad.mp3 19:11:02";"mp3 19:11:02";"audio/mpeg";"Audio file with ID3 version 2.2.0, contains: MPEG ADTS, layer III, v1,  80 kbps, 44.1 kHz, Monaural"
"/media/emoc/EXT_A/BRUT/AK0318/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0317/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0317/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0317/.DS_Store";"";"application/octet-stream";"Apple Desktop Services Store"
"/media/emoc/EXT_A/BRUT/AK0317/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0178/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0178/TENZOR 06 BETEG 10_01_03/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0178/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0081/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0081/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0081/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0410/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0410/C'HOARIVA/teatr diwan 10 06 03/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0410/C'HOARIOù/kernevel /Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0410/DISKOUEZADEGOù/De Sardines en Dentelles/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0410/DISKOUEZADEGOù/henri riviere 1/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0410/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0084/ds_store";"";"application/octet-stream";"Apple Desktop Services Store"
"/media/emoc/EXT_A/BRUT/AK0195/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0195/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0195/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0494/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0494/DIGREIZENNAN PIERRE LE BERRE/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0494/BIJER POLAR 30 05 02/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0494/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0647/CONV/008.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0647/ANALOG/008.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0414/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0414/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0739/CONV/001.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0739/CONV/003.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0056/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0056/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0056/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0077/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0077/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0094/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0094/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0550/CONV/004.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0550/CONV/013.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0550/CONV/010.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0642/CONV/002.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0327/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0327/C.Peoc'h_Penmarc'h/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0327/Ijinour DGE/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0327/A.Salomon_Tredan&Radio/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0327/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0327/Jean Vichon_Plougon/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0406/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0406/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0320/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0320/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0665_v0/CONV/009.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0665_v0/CONV/014.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0156/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0156/TEATR/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0156/BARzH  KAN/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0156/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0184/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0184/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0207/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0207/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0652/CONV/001.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0486/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0486/Straed st MALO27 06 02/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0486/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0064/AIFF/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0064/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0064/TAC FRI/.DS_Store";"";"application/octet-stream";"Apple Desktop Services Store"
"/media/emoc/EXT_A/BRUT/AK0064/TAC FRI/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0064/ar c'hoari/Alan styvell/bzh raok rapide";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0064/ar c'hoari/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0064/HABILLAGE /.DS_Store";"";"application/octet-stream";"Apple Desktop Services Store"
"/media/emoc/EXT_A/BRUT/AK0064/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0064/TV HA SINEMA TAMMIGOU/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0064/GENERIK/AIFF/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0064/GENERIK/.DS_Store";"";"application/octet-stream";"Apple Desktop Services Store"
"/media/emoc/EXT_A/BRUT/AK0064/GENERIK/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0064/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0350/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0350/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0350/.DS_Store";"";"application/octet-stream";"Apple Desktop Services Store"
"/media/emoc/EXT_A/BRUT/AK0350/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0181/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0181/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0162/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0162/FERM PEDA/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0162/sikour skol vamm/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0162/trouziou -jingeliou/ ETRE DAOU HIR/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0162/trouziou -jingeliou/ETRE DAOU BERR/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0162/trouziou -jingeliou/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0162/dz rekipeou/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0162/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0162/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0198/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0198/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0210/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0210/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0210/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0190/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0190/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0190/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0717/CONV/048.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0717/CONV/042.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0717/CONV/023.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0717/CONV/038.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0717/ANALOG/015.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0033/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0033/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0033/.DS_Store";"";"application/octet-stream";"Apple Desktop Services Store"
"/media/emoc/EXT_A/BRUT/AK0696/CONV/001.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0696/ANALOG/001.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0412/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0412/Ar Pacs! Ha ma yafemp pelloc'h_/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0412/Lesvenan Vs Hormones/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0412/K. Ar Bolzer_V. Roussin/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0412/Kemper war velo10-14_05_2004/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0412/R.Bouguéon_PPS Grilhed-Sabl/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0412/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0412/Distillerie des Menhirs3-7_2004/METEO WHISKY ED DU/gilles whisky   l/.DS_Store";"";"application/octet-stream";"Apple Desktop Services Store"
"/media/emoc/EXT_A/BRUT/AK0412/Distillerie des Menhirs3-7_2004/METEO WHISKY ED DU/.DS_Store";"";"application/octet-stream";"Apple Desktop Services Store"
"/media/emoc/EXT_A/BRUT/AK0412/Distillerie des Menhirs3-7_2004/.DS_Store";"";"application/octet-stream";"Apple Desktop Services Store"
"/media/emoc/EXT_A/BRUT/AK0412/Distillerie des Menhirs3-7_2004/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0328/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0328/REPORTAJ Gael WHK/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0328/BEUZEG/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0328/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0328/Jean & buhez war vor/Icon_";"";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0671/CONV/008.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0716/CONV/025.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0716/ANALOG/009.wav";"wav";"inode/x-empty";"empty"
"/media/emoc/EXT_A/BRUT/AK0308/TENZOR AR BREZHONEG/TENZOR RONAN TREMEL/PETRA ZO DU  copie.mp3 copie";"mp3 copie";"audio/mpeg";"Audio file with ID3 version 2.2.0, contains: MPEG ADTS, layer III, v1,  80 kbps, 44.1 kHz, Monaural"
"/media/emoc/EXT_A/BRUT/AK0191/Desktop DF";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0191/Desktop DB";"";"application/octet-stream";"data"
"/media/emoc/EXT_A/BRUT/AK0168/Desktop DF";"";"application/octet-stream";"data"
